0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
1311,Charalampos Kostoulas,gr GRE,FW,Brighton,eng Premier League,18,2007.0,3.4,2,15,6,40.0,4.43,1.77,0.13,0.33,0,0,Matches
1312,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19,2006.0,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
1313,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,28,1997.0,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
1314,Koffi Kouao,ci CIV,"DF,MF",Metz,fr Ligue 1,27,1998.0,18.7,1,16,7,43.8,0.86,0.37,0.06,0.14,0,0,Matches
1315,Arsène Kouassi,bf BFA,MF,Lorient,fr Ligue 1,21,2004.0,20.3,2,5,2,40.0,0.25,0.1,0.4,1.0,0,0,Matches
1316,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,22,2003.0,2.5,0,0,0,,0.0,0.0,,,0,0,Matches
1317,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,22,2003.0,17.6,1,17,7,41.2,0.97,0.4,0.06,0.14,0,0,Matches
1318,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18,2007.0,0.8,0,0,0,,0.0,0.0,,,0,0,Matches
1319,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,27,1998.0,20.1,1,11,3,27.3,0.55,0.15,0.09,0.33,0,0,Matches
1320,Lancinet Kourouma,gn GUI,FW,Girona,es La Liga,21,2004.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1321,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1322,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,31,1994.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1323,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,26,2000.0,2.7,1,10,4,40.0,3.64,1.46,0.1,0.25,0,0,Matches
1324,Goduine Koyalipou,cf CTA,FW,Angers,fr Ligue 1,26,2000.0,2.9,0,9,4,44.4,3.07,1.36,0.0,0.0,0,0,Matches
1325,Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,31,1994.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1326,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27,1998.0,3.1,0,3,1,33.3,0.97,0.32,0.0,0.0,0,0,Matches
1327,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,34,1991.0,15.8,10,45,23,51.1,2.84,1.45,0.16,0.3,3,3,Matches
1328,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20,2005.0,1.5,0,0,0,,0.0,0.0,,,0,0,Matches
1329,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28,1997.0,10.8,2,22,9,40.9,2.04,0.83,0.05,0.11,1,1,Matches
1330,Tom Krauß,de GER,"MF,DF",Köln,de Bundesliga,24,2001.0,14.4,0,8,1,12.5,0.56,0.07,0.0,0.0,0,0,Matches
1331,Ladislav Krejčí,cz CZE,"DF,MF",Wolves,eng Premier League,26,1999.0,20.6,2,14,8,57.1,0.68,0.39,0.14,0.25,0,0,Matches
1332,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26,1999.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,Matches
1333,Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,de Bundesliga,28,1997.0,15.8,2,14,5,35.7,0.89,0.32,0.14,0.4,0,0,Matches
1334,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,24,2002.0,14.9,1,6,3,50.0,0.4,0.2,0.17,0.33,0,0,Matches
1335,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25,2000.0,11.5,7,56,20,35.7,4.86,1.74,0.13,0.35,0,0,Matches
1336,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33,1992.0,13.4,2,18,4,22.2,1.34,0.3,0.11,0.5,0,0,Matches
1337,Takefusa Kubo,jp JPN,MF,Real Sociedad,es La Liga,24,2001.0,13.1,2,25,12,48.0,1.91,0.92,0.08,0.17,0,0,Matches
1338,Mohammed Kudus,gh GHA,"MF,FW",Tottenham Hotspur,eng Premier League,25,2000.0,17.1,2,26,9,34.6,1.52,0.53,0.08,0.22,0,0,Matches
1339,Nicolas-Gerrit Kühn,de GER,MF,Como,it Serie A,26,2000.0,7.0,1,8,3,37.5,1.14,0.43,0.13,0.33,0,0,Matches
1340,Sandro Kulenović,hr CRO,FW,Torino,it Serie A,26,1999.0,1.4,0,2,0,0.0,1.38,0.0,0.0,,0,0,Matches
1341,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20,2005.0,0.7,0,1,0,0.0,1.38,0.0,0.0,,0,0,Matches
1342,Sael Kumbedi,fr FRA,DF,Wolfsburg,de Bundesliga,20,2005.0,12.9,0,3,0,0.0,0.23,0.0,0.0,,0,0,Matches
1343,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,26,2000.0,4.7,0,3,0,0.0,0.64,0.0,0.0,,0,0,Matches
1344,Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18,2007.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
1345,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18,2007.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1346,Khvicha Kvaratskhelia,ge GEO,FW,Paris Saint-Germain,fr Ligue 1,25,2001.0,10.6,4,38,16,42.1,3.58,1.51,0.11,0.25,0,0,Matches
1347,Giorgi Kvilitaia,ge GEO,FW,Metz,fr Ligue 1,32,1993.0,0.4,0,1,1,100.0,2.57,2.57,0.0,0.0,0,0,Matches
1348,Godson Kyeremeh,fr FRA,FW,Le Havre,fr Ligue 1,25,2000.0,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,0,0,Matches
1349,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,26,1999.0,19.3,2,20,4,20.0,1.04,0.21,0.05,0.25,1,1,Matches
1350,Rémy Labeau Lascary,gp GLP,"MF,FW",Brest,fr Ligue 1,22,2003.0,8.1,4,21,11,52.4,2.59,1.35,0.19,0.36,0,0,Matches
1351,Shea Lacey,eng ENG,FW,Manchester Utd,eng Premier League,18,2007.0,0.2,0,3,1,33.3,19.29,6.43,0.0,0.0,0,0,Matches
1352,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25,2000.0,26.0,0,16,3,18.8,0.62,0.12,0.0,0.0,0,0,Matches
1353,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21,2004.0,3.7,0,0,0,,0.0,0.0,,,0,0,Matches
1354,Mayckel Lahdo,se SWE,"FW,MF",Nantes,fr Ligue 1,23,2002.0,4.6,1,3,1,33.3,0.65,0.22,0.33,1.0,0,0,Matches
1355,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28,1997.0,14.2,2,12,7,58.3,0.85,0.49,0.17,0.29,0,0,Matches
1356,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34,1991.0,21.7,0,7,1,14.3,0.32,0.05,0.0,0.0,0,0,Matches
1357,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23,2002.0,20.0,0,0,0,,0.0,0.0,,,0,0,Matches
1358,Tariq Lamptey,gh GHA,MF,Fiorentina,it Serie A,25,2000.0,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
1359,Noa Lang,nl NED,"FW,MF",Napoli,it Serie A,26,1999.0,7.4,1,9,4,44.4,1.22,0.54,0.11,0.25,0,0,Matches
1360,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31,1994.0,12.5,0,7,1,14.3,0.56,0.08,0.0,0.0,0,0,Matches
1361,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,de Bundesliga,21,2004.0,11.7,1,7,3,42.9,0.6,0.26,0.14,0.33,0,0,Matches
1362,Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,32,1993.0,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0,Matches
1363,Toni Lato,es ESP,"DF,MF",Mallorca,es La Liga,28,1997.0,4.2,0,0,0,,0.0,0.0,,,0,0,Matches
1364,Josh Laurent,eng ENG,DF,Burnley,eng Premier League,30,1995.0,14.9,1,13,4,30.8,0.87,0.27,0.08,0.25,0,0,Matches
1365,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,27,1998.0,18.4,4,46,17,37.0,2.5,0.92,0.09,0.24,0,0,Matches
1366,Matteo Lavelli,it ITA,FW,Inter,it Serie A,19,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1367,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,22,2004.0,1.2,0,0,0,,0.0,0.0,,,0,0,Matches
1368,Valentino Lazaro,at AUT,MF,Torino,it Serie A,29,1996.0,20.7,0,5,2,40.0,0.24,0.1,0.0,0.0,0,0,Matches
1369,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,32,1993.0,6.8,0,1,0,0.0,0.15,0.0,0.0,,0,0,Matches
1370,Andréa Le Borgne,fr FRA,MF,Como,it Serie A,19,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1371,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,23,2002.0,16.8,2,14,6,42.9,0.83,0.36,0.14,0.33,0,0,Matches
1372,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28,1997.0,3.6,1,5,2,40.0,1.37,0.55,0.2,0.5,0,0,Matches
1373,Enzo Le Fée,fr FRA,"MF,FW",Sunderland,eng Premier League,26,2000.0,23.5,4,23,6,26.1,0.98,0.26,0.04,0.17,3,4,Matches
1374,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1375,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,29,1996.0,13.3,1,3,1,33.3,0.23,0.08,0.33,1.0,0,0,Matches
1376,Nicola Leali,it ITA,GK,Genoa,it Serie A,33,1993.0,19.0,0,0,0,,0.0,0.0,,,0,0,Matches
1377,Rafael Leão,pt POR,FW,Milan,it Serie A,26,1999.0,14.0,8,39,19,48.7,2.79,1.36,0.15,0.32,2,2,Matches
1378,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32,1993.0,11.0,1,16,4,25.0,1.46,0.37,0.06,0.25,0,0,Matches
1379,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32,1993.0,2.0,0,4,0,0.0,2.0,0.0,0.0,,0,0,Matches
1380,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32,1993.0,23.0,0,7,2,28.6,0.3,0.09,0.0,0.0,0,0,Matches
1381,Alexander Legendre,ec ECU,MF,Rennes,fr Ligue 1,17,2008.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,Matches
1382,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,27,1999.0,15.1,0,9,1,11.1,0.6,0.07,0.0,0.0,0,0,Matches
1383,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27,1998.0,1.8,0,1,0,0.0,0.56,0.0,0.0,,0,0,Matches
1384,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34,1991.0,23.9,0,32,10,31.3,1.34,0.42,0.0,0.0,0,0,Matches
1385,Youssef Lekhedim,es ESP,"DF,MF",Alavés,es La Liga,20,2005.0,10.3,0,9,2,22.2,0.87,0.19,0.0,0.0,0,0,Matches
1386,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,32,1993.0,4.8,0,3,1,33.3,0.62,0.21,0.0,0.0,0,0,Matches
1387,Thomas Lemar,fr FRA,MF,Girona,es La Liga,30,1995.0,8.7,2,14,7,50.0,1.61,0.81,0.14,0.29,0,0,Matches
1388,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22,2003.0,6.2,0,10,2,20.0,1.62,0.32,0.0,0.0,0,0,Matches
1389,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,24,2002.0,14.2,6,35,14,40.0,2.46,0.98,0.14,0.36,1,1,Matches
1390,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,22,2003.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1391,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30,1995.0,9.3,0,3,0,0.0,0.32,0.0,0.0,,0,0,Matches
1392,Bernd Leno,de GER,GK,Fulham,eng Premier League,33,1992.0,27.0,0,0,0,,0.0,0.0,,,0,0,Matches
1393,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,33,1992.0,20.5,0,0,0,,0.0,0.0,,,0,0,Matches
1394,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25,2000.0,1.9,1,3,1,33.3,1.55,0.52,0.33,1.0,0,0,Matches
1395,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25,2000.0,17.3,11,52,23,44.2,3.0,1.33,0.21,0.48,0,0,Matches
1396,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23,2002.0,14.3,0,12,2,16.7,0.84,0.14,0.0,0.0,0,0,Matches
1397,Mehdi Léris,dz ALG,"MF,DF",Pisa,it Serie A,27,1998.0,11.9,1,20,6,30.0,1.69,0.51,0.05,0.17,0,0,Matches
1398,Jefferson Lerma,co COL,"MF,DF",Crystal Palace,eng Premier League,31,1994.0,12.9,0,13,6,46.2,1.0,0.46,0.0,0.0,0,0,Matches
1399,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,20,2006.0,12.2,1,9,3,33.3,0.74,0.25,0.11,0.33,0,0,Matches
1400,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37,1988.0,11.2,10,47,23,48.9,4.2,2.06,0.19,0.39,1,3,Matches
1401,Jamie Leweling,de GER,MF,Stuttgart,de Bundesliga,24,2001.0,17.7,5,35,14,40.0,1.97,0.79,0.14,0.36,0,0,Matches
1402,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21,2004.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,0,0,Matches
1403,Keane Lewis-Potter,eng ENG,"MF,DF",Brentford,eng Premier League,25,2001.0,12.7,3,19,7,36.8,1.5,0.55,0.16,0.43,0,0,Matches
1404,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19,2006.0,3.6,0,1,0,0.0,0.28,0.0,0.0,,0,0,Matches
1405,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29,1996.0,10.0,0,5,1,20.0,0.5,0.1,0.0,0.0,0,0,Matches
1406,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26,1999.0,13.0,1,11,3,27.3,0.85,0.23,0.09,0.33,0,0,Matches
1407,Pedro Lima,br BRA,DF,Wolves,eng Premier League,19,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
1408,Victor Lindelöf,se SWE,DF,Aston Villa,eng Premier League,31,1994.0,6.4,0,1,0,0.0,0.16,0.0,0.0,,0,0,Matches
1409,Jesper Lindstrøm,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,25,2000.0,1.0,0,4,3,75.0,3.83,2.87,0.0,0.0,0,0,Matches
1410,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20,2005.0,7.3,0,10,2,20.0,1.36,0.27,0.0,0.0,0,0,Matches
1411,Pol Lirola,es ESP,MF,Hellas Verona,it Serie A,28,1997.0,2.6,0,0,0,,0.0,0.0,,,0,0,Matches
1412,Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,28,1997.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
1413,Adrián Liso,es ESP,"FW,MF",Getafe,es La Liga,20,2005.0,15.3,3,22,8,36.4,1.44,0.52,0.14,0.38,0,0,Matches
1414,Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,20,2006.0,1.1,0,0,0,,0.0,0.0,,,0,0,Matches
1415,Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,23,2002.0,11.7,0,2,0,0.0,0.17,0.0,0.0,,0,0,Matches
1416,Marin Ljubicic,hr CRO,FW,Union Berlin,de Bundesliga,23,2002.0,0.2,2,2,2,100.0,8.18,8.18,1.0,1.0,0,0,Matches
1417,Javier Llabrés,es ESP,MF,Mallorca,es La Liga,23,2002.0,1.8,0,4,1,25.0,2.24,0.56,0.0,0.0,0,0,Matches
1418,Diego Llorente,es ESP,DF,Real Betis,es La Liga,32,1993.0,4.7,1,1,1,100.0,0.21,0.21,1.0,1.0,0,0,Matches
1419,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,31,1995.0,18.8,0,13,5,38.5,0.69,0.27,0.0,0.0,0,0,Matches
1420,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30,1995.0,18.0,1,9,3,33.3,0.5,0.17,0.11,0.33,0,0,Matches
1421,Giovani Lo Celso,ar ARG,MF,Real Betis,es La Liga,29,1996.0,12.2,2,27,10,37.0,2.22,0.82,0.07,0.2,0,0,Matches
1422,Danny Loader,cm CMR,"MF,FW",Auxerre,fr Ligue 1,25,2000.0,18.0,2,48,12,25.0,2.66,0.67,0.04,0.17,0,0,Matches
1423,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,31,1994.0,19.1,1,7,4,57.1,0.37,0.21,0.14,0.25,0,0,Matches
1424,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,28,1998.0,22.3,1,26,8,30.8,1.17,0.36,0.04,0.13,0,0,Matches
1425,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23,2002.0,11.3,0,2,1,50.0,0.18,0.09,0.0,0.0,0,0,Matches
1426,Ruben Loftus-Cheek,eng ENG,"MF,FW",Milan,it Serie A,30,1996.0,11.4,3,29,6,20.7,2.54,0.53,0.1,0.5,0,0,Matches
1427,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28,1997.0,10.5,1,13,2,15.4,1.24,0.19,0.08,0.5,0,0,Matches
1428,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,28,1997.0,8.8,2,27,8,29.6,3.06,0.91,0.07,0.25,0,0,Matches
1429,Ademola Lookman,ng NGA,FW,Atlético Madrid,es La Liga,28,1997.0,1.7,1,5,1,20.0,2.87,0.57,0.2,1.0,0,0,Matches
1430,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35,1990.0,22.0,0,1,0,0.0,0.05,0.0,0.0,,0,0,Matches
1431,David López,es ESP,DF,Mallorca,es La Liga,23,2003.0,4.7,0,3,0,0.0,0.64,0.0,0.0,,0,0,Matches
1432,David López,es ESP,DF,Girona,es La Liga,36,1989.0,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,0,0,Matches
1433,Diego López,es ESP,"MF,FW",Valencia,es La Liga,23,2002.0,14.3,3,21,5,23.8,1.47,0.35,0.14,0.6,0,0,Matches
1434,Fer López,es ESP,MF,Wolves,eng Premier League,21,2004.0,2.6,0,5,1,20.0,1.91,0.38,0.0,0.0,0,0,Matches
1435,Fer López,es ESP,"MF,FW",Celta Vigo,es La Liga,21,2004.0,3.6,0,1,0,0.0,0.28,0.0,0.0,,0,0,Matches
1436,Fermin López,es ESP,MF,Barcelona,es La Liga,22,2003.0,12.2,5,45,17,37.8,3.69,1.39,0.11,0.29,0,0,Matches
1437,Hugo López,es ESP,MF,Villarreal,es La Liga,19,2007.0,0.6,0,0,0,,0.0,0.0,,,0,0,Matches
1438,Javi López,es ESP,DF,Oviedo,es La Liga,23,2002.0,8.4,0,2,0,0.0,0.24,0.0,0.0,,0,0,Matches
1439,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33,1992.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1440,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,28,1997.0,18.7,0,8,5,62.5,0.43,0.27,0.0,0.0,0,0,Matches
1441,Pau López,es ESP,GK,Real Betis,es La Liga,31,1994.0,8.0,0,0,0,,0.0,0.0,,,0,0,Matches
1442,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30,1995.0,11.5,0,14,3,21.4,1.22,0.26,0.0,0.0,0,0,Matches
1443,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20,2005.0,0.3,0,0,0,,0.0,0.0,,,0,0,Matches
1444,Lorran,br BRA,FW,Pisa,it Serie A,19,2006.0,1.2,1,3,1,33.3,2.43,0.81,0.33,1.0,0,0,Matches
1445,Iker Losada,es ESP,MF,Levante,es La Liga,24,2001.0,5.5,2,9,3,33.3,1.63,0.54,0.22,0.67,0,0,Matches
1446,Tom Louchet,fr FRA,"MF,FW",Nice,fr Ligue 1,22,2003.0,10.7,3,18,6,33.3,1.69,0.56,0.17,0.5,0,0,Matches
1447,Marius Louer,fr FRA,MF,Angers,fr Ligue 1,18,2007.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
1448,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27,1998.0,1.8,0,3,1,33.3,1.68,0.56,0.0,0.0,0,0,Matches
1449,Sandi Lovrić,si SVN,MF,Hellas Verona,it Serie A,27,1998.0,0.9,0,1,0,0.0,1.07,0.0,0.0,,0,0,Matches
1450,Felipe Loyola,cl CHI,MF,Pisa,it Serie A,25,2000.0,2.3,1,2,1,50.0,0.87,0.43,0.5,1.0,0,0,Matches
1451,Pol Lozano,es ESP,MF,Espanyol,es La Liga,26,1999.0,18.1,1,11,4,36.4,0.61,0.22,0.09,0.25,0,0,Matches
1452,Sergio Lozano,es ESP,MF,Levante,es La Liga,26,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
1453,Lucas,br BRA,"MF,DF",Burnley,eng Premier League,24,2001.0,10.1,0,10,1,10.0,0.99,0.1,0.0,0.0,0,0,Matches
1454,Lorenzo Lucca,it ITA,FW,Nottingham Forest,eng Premier League,25,2000.0,1.3,1,3,1,33.3,2.23,0.74,0.33,1.0,0,0,Matches
1455,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,25,2000.0,4.5,1,15,5,33.3,3.31,1.1,0.07,0.2,0,0,Matches
1456,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27,1998.0,14.2,1,7,2,28.6,0.49,0.14,0.14,0.5,0,0,Matches
1457,Oier Luengo,es ESP,DF,Oviedo,es La Liga,28,1997.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,Matches
1458,Florentino Luís,pt POR,MF,Burnley,eng Premier League,26,1999.0,17.6,0,9,1,11.1,0.51,0.06,0.0,0.0,0,0,Matches
1459,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30,1995.0,18.0,1,8,1,12.5,0.44,0.06,0.13,1.0,0,0,Matches
1460,José Luis Morales,es ESP,MF,Levante,es La Liga,38,1987.0,3.3,1,8,4,50.0,2.41,1.2,0.0,0.0,1,1,Matches
1461,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,27,1998.0,3.7,0,3,1,33.3,0.81,0.27,0.0,0.0,0,0,Matches
1462,Douglas Luiz,br BRA,MF,Nottingham Forest,eng Premier League,27,1998.0,3.5,0,5,1,20.0,1.43,0.29,0.0,0.0,0,0,Matches
1463,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,32,1993.0,0.2,0,1,0,0.0,4.74,0.0,0.0,,0,0,Matches
1464,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,23,2002.0,17.1,1,6,2,33.3,0.35,0.12,0.17,0.5,0,0,Matches
1465,Dodi Lukebakio,be BEL,MF,Sevilla,es La Liga,28,1997.0,2.0,1,2,1,50.0,1.0,0.5,0.5,1.0,0,0,Matches
1466,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29,1996.0,13.4,1,12,3,25.0,0.89,0.22,0.08,0.33,0,0,Matches
1467,Kristoffer Lund,us USA,"MF,DF",Köln,de Bundesliga,23,2002.0,15.9,0,14,1,7.1,0.88,0.06,0.0,0.0,0,0,Matches
1468,Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,29,1996.0,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
1469,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29,1996.0,19.0,1,7,3,42.9,0.37,0.16,0.14,0.33,0,0,Matches
1470,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,22,2004.0,2.2,0,4,0,0.0,1.82,0.0,0.0,,0,0,Matches
1471,Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,23,2002.0,3.7,0,12,6,50.0,3.28,1.64,0.0,0.0,0,0,Matches
1472,Zito Luvumbo,ao ANG,"FW,MF",Mallorca,es La Liga,23,2002.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1473,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,32,1993.0,6.8,0,7,2,28.6,1.03,0.29,0.0,0.0,0,0,Matches
1474,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,27,1999.0,21.6,0,17,2,11.8,0.79,0.09,0.0,0.0,0,0,Matches
1475,Mathias Løvik,no NOR,MF,Parma,it Serie A,22,2003.0,5.2,0,3,0,0.0,0.57,0.0,0.0,,0,0,Matches
1476,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23,2002.0,12.7,0,15,3,20.0,1.18,0.24,0.0,0.0,0,0,Matches
1477,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,27,1998.0,20.2,1,36,9,25.0,1.78,0.45,0.03,0.11,0,0,Matches
1478,Deiver Machado,co COL,"MF,DF",Nantes,fr Ligue 1,32,1993.0,3.9,0,2,0,0.0,0.51,0.0,0.0,,0,0,Matches
1479,Deiver Machado,co COL,MF,Lens,fr Ligue 1,32,1993.0,3.0,0,6,1,16.7,1.98,0.33,0.0,0.0,0,0,Matches
1480,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28,1997.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
1481,Lanroy Machine,fr FRA,MF,Angers,fr Ligue 1,20,2005.0,2.5,0,9,2,22.2,3.57,0.79,0.0,0.0,0,0,Matches
1482,Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,26,1999.0,9.1,3,16,8,50.0,1.75,0.88,0.19,0.38,0,0,Matches
1483,Carlos Macià,es ESP,MF,Villarreal,es La Liga,17,2008.0,0.9,0,1,0,0.0,1.11,0.0,0.0,,0,0,Matches
1484,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,17,2009.0,1.7,0,3,1,33.3,1.72,0.57,0.0,0.0,0,0,Matches
1485,Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,23,2002.0,9.3,2,17,5,29.4,1.83,0.54,0.12,0.4,0,0,Matches
1486,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28,1997.0,19.0,1,4,1,25.0,0.21,0.05,0.25,1.0,0,0,Matches
1487,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28,1997.0,21.1,3,16,4,25.0,0.76,0.19,0.19,0.75,0,0,Matches
1488,Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22,2003.0,9.2,1,7,2,28.6,0.76,0.22,0.14,0.5,0,0,Matches
