0_level_0_Rk,1_level_0_Player,2_level_0_Nation,3_level_0_Pos,4_level_0_Squad,5_level_0_Comp,6_level_0_Age,7_level_0_Born,8_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,19_level_0_Matches
696,Jean-Luc Dompé,fr FRA,FW,Hamburger SV,de Bundesliga,30,1995.0,11.1,2,21,9,42.9,1.9,0.81,0.1,0.22,0,0,Matches
697,John Donald,es ESP,"DF,MF",Elche,es La Liga,25,2000.0,5.1,1,5,2,40.0,0.98,0.39,0.2,0.5,0,0,Matches
698,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26,1999.0,24.0,0,0,0,,0.0,0.0,,,0,0,Matches
699,Romelle Donovan,eng ENG,FW,Brentford,eng Premier League,19,2006.0,0.2,0,2,1,50.0,8.18,4.09,0.0,0.0,0,0,Matches
700,Patrick Dorgu,dk DEN,MF,Manchester Utd,eng Premier League,21,2004.0,14.8,3,20,7,35.0,1.35,0.47,0.15,0.43,0,0,Matches
701,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,28,1998.0,16.1,0,13,3,23.1,0.81,0.19,0.0,0.0,0,0,Matches
702,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,27,1998.0,2.0,0,4,1,25.0,2.0,0.5,0.0,0.0,0,0,Matches
703,Lohann Doucet,fr FRA,MF,Paris FC,fr Ligue 1,23,2002.0,1.3,1,2,1,50.0,1.49,0.74,0.5,1.0,0,0,Matches
704,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,25,2001.0,8.9,2,15,5,33.3,1.69,0.56,0.13,0.4,0,0,Matches
705,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,20,2005.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
706,Désiré Doué,fr FRA,"FW,MF",Paris Saint-Germain,fr Ligue 1,20,2005.0,8.3,4,31,12,38.7,3.73,1.44,0.13,0.33,0,0,Matches
707,Guela Doué,ci CIV,"DF,MF",Strasbourg,fr Ligue 1,23,2002.0,15.9,2,9,4,44.4,0.57,0.25,0.22,0.5,0,0,Matches
708,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22,2003.0,15.5,0,5,2,40.0,0.32,0.13,0.0,0.0,0,0,Matches
709,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,23,2003.0,14.2,5,30,11,36.7,2.12,0.78,0.17,0.45,0,0,Matches
710,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26,1999.0,15.9,8,42,19,45.2,2.65,1.2,0.17,0.37,1,1,Matches
711,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28,1997.0,4.3,3,10,5,50.0,2.31,1.15,0.3,0.6,0,0,Matches
712,Max Dowman,eng ENG,MF,Arsenal,eng Premier League,16,2009.0,0.3,0,3,0,0.0,9.31,0.0,0.0,,0,0,Matches
713,Damion Downs,us USA,FW,Hamburger SV,de Bundesliga,21,2004.0,3.0,0,5,2,40.0,1.68,0.67,0.0,0.0,0,0,Matches
714,Radu Drăgușin,ro ROU,DF,Tottenham Hotspur,eng Premier League,24,2002.0,3.7,0,2,0,0.0,0.54,0.0,0.0,,0,0,Matches
715,Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,eng Premier League,16,2009.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
716,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30,1995.0,21.0,0,8,1,12.5,0.38,0.05,0.0,0.0,0,0,Matches
717,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,37,1989.0,27.0,0,0,0,,0.0,0.0,,,0,0,Matches
718,Denzel Dumfries,nl NED,MF,Inter,it Serie A,29,1996.0,8.0,1,9,3,33.3,1.13,0.38,0.11,0.33,0,0,Matches
719,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34,1991.0,25.5,0,18,2,11.1,0.71,0.08,0.0,0.0,0,0,Matches
720,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,32,1993.0,7.0,0,0,0,,0.0,0.0,,,0,0,Matches
721,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24,2001.0,10.7,2,24,10,41.7,2.24,0.93,0.08,0.2,0,0,Matches
722,Hugo Duro,es ESP,FW,Valencia,es La Liga,26,1999.0,16.0,7,26,10,38.5,1.63,0.63,0.27,0.7,0,0,Matches
723,Rafiu Durosinmi,ng NGA,FW,Pisa,it Serie A,23,2003.0,1.8,1,4,2,50.0,2.18,1.09,0.25,0.5,0,0,Matches
724,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32,1993.0,11.7,2,36,14,38.9,3.07,1.2,0.06,0.14,0,1,Matches
725,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39,1986.0,2.7,0,4,1,25.0,1.48,0.37,0.0,0.0,0,0,Matches
726,Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,30,1995.0,11.0,1,2,1,50.0,0.18,0.09,0.5,1.0,0,0,Matches
727,Aron Dønnum,no NOR,"MF,FW",Toulouse,fr Ligue 1,27,1998.0,18.7,3,28,11,39.3,1.5,0.59,0.0,0.0,3,3,Matches
728,George Earthy,eng ENG,MF,West Ham United,eng Premier League,21,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
729,Younes Ebnoutalib,de GER,FW,Eintracht Frankfurt,de Bundesliga,22,2003.0,1.2,1,3,1,33.3,2.48,0.83,0.33,1.0,0,0,Matches
730,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21,2004.0,12.4,0,13,2,15.4,1.04,0.16,0.0,0.0,0,0,Matches
731,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26,1999.0,2.4,0,1,0,0.0,0.42,0.0,0.0,,0,0,Matches
732,Enzo Ebosse,cm CMR,DF,Torino,it Serie A,26,1999.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
733,Claudio Echeverri,ar ARG,MF,Girona,es La Liga,20,2006.0,1.3,0,3,0,0.0,2.39,0.0,0.0,,0,0,Matches
734,Claudio Echeverri,ar ARG,MF,Leverkusen,de Bundesliga,20,2006.0,1.5,0,1,0,0.0,0.67,0.0,0.0,,0,0,Matches
735,Éderson,br BRA,MF,Atalanta,it Serie A,26,1999.0,17.6,1,25,6,24.0,1.42,0.34,0.0,0.0,1,1,Matches
736,Noah Edjouma,fr FRA,FW,Toulouse,fr Ligue 1,20,2005.0,2.8,0,8,3,37.5,2.81,1.05,0.0,0.0,0,0,Matches
737,Noah Edjouma,fr FRA,MF,Lille,fr Ligue 1,20,2005.0,0.7,0,2,0,0.0,3.0,0.0,0.0,,0,0,Matches
738,Andrias Edmundsson,fo FRO,DF,Hellas Verona,it Serie A,25,2000.0,3.0,0,0,0,,0.0,0.0,,,0,0,Matches
739,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,28,1998.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
740,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,28,1998.0,13.1,9,31,18,58.1,2.36,1.37,0.26,0.44,1,1,Matches
741,Tom Edozie,eng ENG,MF,Wolves,eng Premier League,19,2006.0,0.1,1,1,1,100.0,12.86,12.86,1.0,1.0,0,0,Matches
742,Yannick Eduardo,cz CZE,FW,Hoffenheim,de Bundesliga,20,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
743,Alysson Edward,br BRA,MF,Aston Villa,eng Premier League,19,2006.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
744,Marcus Edwards,eng ENG,"MF,FW",Burnley,eng Premier League,27,1998.0,9.7,1,20,5,25.0,2.06,0.52,0.05,0.2,0,0,Matches
745,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,23,2003.0,5.4,0,0,0,,0.0,0.0,,,0,0,Matches
746,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,29,1996.0,23.0,2,35,10,28.6,1.52,0.43,0.06,0.2,0,0,Matches
747,Kingsley Ehizibue,nl NED,"MF,DF",Udinese,it Serie A,30,1995.0,8.8,0,1,0,0.0,0.11,0.0,0.0,,0,0,Matches
748,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28,1997.0,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,0,0,Matches
749,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,es La Liga,28,1998.0,6.3,1,14,1,7.1,2.21,0.16,0.07,1.0,0,0,Matches
750,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27,1998.0,13.1,0,5,1,20.0,0.38,0.08,0.0,0.0,0,0,Matches
751,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19,2006.0,5.9,2,14,3,21.4,2.38,0.51,0.14,0.67,0,0,Matches
752,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23,2002.0,17.8,10,60,18,30.0,3.37,1.01,0.17,0.56,0,0,Matches
753,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25,2000.0,16.1,3,22,11,50.0,1.36,0.68,0.14,0.27,0,0,Matches
754,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22,2003.0,17.5,0,7,3,42.9,0.4,0.17,0.0,0.0,0,0,Matches
755,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31,1994.0,7.4,3,21,7,33.3,2.84,0.95,0.14,0.43,0,0,Matches
756,Anthony Elanga,se SWE,FW,Newcastle United,eng Premier League,23,2002.0,11.2,0,12,3,25.0,1.07,0.27,0.0,0.0,0,0,Matches
757,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28,1997.0,11.4,0,2,1,50.0,0.18,0.09,0.0,0.0,0,0,Matches
758,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32,1993.0,10.6,1,3,1,33.3,0.28,0.09,0.33,1.0,0,0,Matches
759,Mikael Ellertsson,is ISL,MF,Genoa,it Serie A,23,2002.0,20.4,1,17,5,29.4,0.83,0.25,0.06,0.2,0,0,Matches
760,Harvey Elliott,eng ENG,"FW,MF",Liverpool,eng Premier League,22,2003.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
761,Harvey Elliott,eng ENG,MF,Aston Villa,eng Premier League,22,2003.0,1.2,0,5,0,0.0,4.02,0.0,0.0,,0,0,Matches
762,Elif Elmas,mk MKD,MF,Napoli,it Serie A,26,1999.0,14.6,0,16,5,31.3,1.1,0.34,0.0,0.0,0,0,Matches
763,Nesta Elphege,fr FRA,FW,Parma,it Serie A,25,2001.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
764,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31,1994.0,4.1,0,3,2,66.7,0.73,0.48,0.0,0.0,0,0,Matches
765,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29,1996.0,23.0,0,6,0,0.0,0.26,0.0,0.0,,0,0,Matches
766,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,29,1997.0,14.8,6,23,11,47.8,1.55,0.74,0.26,0.55,0,0,Matches
767,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,23,2003.0,4.6,4,16,8,50.0,3.48,1.74,0.25,0.5,0,0,Matches
768,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21,2004.0,11.8,3,37,12,32.4,3.13,1.01,0.08,0.25,0,0,Matches
769,Julio Enciso,py PAR,MF,Strasbourg,fr Ligue 1,22,2004.0,12.6,1,34,12,35.3,2.7,0.95,0.03,0.08,0,0,Matches
770,Wataru Endo,jp JPN,DF,Liverpool,eng Premier League,33,1993.0,1.9,0,1,0,0.0,0.51,0.0,0.0,,0,0,Matches
771,Endrick,br BRA,FW,Real Madrid,es La Liga,19,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0,Matches
772,Endrick,br BRA,FW,Lyon,fr Ligue 1,19,2006.0,4.6,3,13,10,76.9,2.81,2.16,0.15,0.2,1,1,Matches
773,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,25,2001.0,18.0,2,15,5,33.3,0.83,0.28,0.13,0.4,0,0,Matches
774,Christian Eriksen,dk DEN,MF,Wolfsburg,de Bundesliga,34,1992.0,16.4,1,23,7,30.4,1.4,0.43,0.0,0.0,1,1,Matches
775,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30,1995.0,24.0,0,0,0,,0.0,0.0,,,0,0,Matches
776,Carlos Espí,es ESP,FW,Levante,es La Liga,20,2005.0,3.5,1,8,4,50.0,2.31,1.15,0.13,0.25,0,0,Matches
777,Alfonso Espino,uy URU,"DF,MF",Rayo Vallecano,es La Liga,34,1992.0,8.2,1,10,5,50.0,1.22,0.61,0.1,0.2,0,0,Matches
778,Francesco Esposito,it ITA,FW,Inter,it Serie A,20,2005.0,10.4,4,41,16,39.0,3.95,1.54,0.1,0.25,0,0,Matches
779,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23,2002.0,19.7,3,31,8,25.8,1.57,0.41,0.1,0.38,0,0,Matches
780,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,20,2005.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
781,Samuel Essende,cd COD,"MF,FW",Augsburg,de Bundesliga,28,1998.0,4.6,1,17,4,23.5,3.7,0.87,0.06,0.25,0,0,Matches
782,Marco Esteban,es ESP,DF,Oviedo,es La Liga,20,2006.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
783,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23,2002.0,22.9,0,8,1,12.5,0.35,0.04,0.0,0.0,0,0,Matches
784,Tomás Esteves,pt POR,DF,Pisa,it Serie A,23,2002.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
785,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,30,1995.0,9.7,0,8,1,12.5,0.83,0.1,0.0,0.0,0,0,Matches
786,Pervis Estupiñán,ec ECU,MF,Milan,it Serie A,28,1998.0,8.2,0,7,0,0.0,0.85,0.0,0.0,,0,0,Matches
787,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22,2003.0,2.8,1,7,3,42.9,2.46,1.05,0.14,0.33,0,0,Matches
788,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22,2003.0,14.3,5,34,14,41.2,2.37,0.98,0.15,0.36,0,1,Matches
789,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26,1999.0,21.1,5,52,19,36.5,2.47,0.9,0.1,0.26,0,0,Matches
790,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29,1996.0,17.7,1,28,9,32.1,1.58,0.51,0.04,0.11,0,0,Matches
791,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27,1998.0,12.8,6,33,12,36.4,2.58,0.94,0.18,0.5,0,0,Matches
792,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27,1998.0,0.9,0,6,2,33.3,6.51,2.17,0.0,0.0,0,0,Matches
793,Abde Ezzalzouli,ma MAR,"MF,FW",Real Betis,es La Liga,24,2001.0,13.7,5,45,14,31.1,3.29,1.02,0.11,0.36,0,0,Matches
794,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,23,2003.0,7.8,2,14,4,28.6,1.79,0.51,0.14,0.5,0,0,Matches
795,Giovanni Fabbian,it ITA,MF,Fiorentina,it Serie A,23,2003.0,1.2,0,1,1,100.0,0.83,0.83,0.0,0.0,0,0,Matches
796,Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24,2001.0,10.3,2,13,4,30.8,1.26,0.39,0.15,0.5,0,0,Matches
797,Wout Faes,be BEL,DF,Monaco,fr Ligue 1,27,1998.0,3.3,0,3,1,33.3,0.91,0.3,0.0,0.0,0,0,Matches
798,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,25,2001.0,18.1,1,19,4,21.1,1.05,0.22,0.05,0.25,0,0,Matches
799,Romain Faivre,fr FRA,FW,Auxerre,fr Ligue 1,27,1998.0,1.8,0,3,0,0.0,1.65,0.0,0.0,,0,0,Matches
800,Omar Falah,es ESP,DF,Oviedo,es La Liga,22,2003.0,0.2,0,0,0,,0.0,0.0,,,0,0,Matches
801,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30,1995.0,26.0,0,0,0,,0.0,0.0,,,0,0,Matches
802,Ansu Fati,es ESP,MF,Monaco,fr Ligue 1,23,2002.0,6.4,8,24,14,58.3,3.74,2.18,0.21,0.36,3,4,Matches
803,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21,2004.0,6.4,0,6,1,16.7,0.94,0.16,0.0,0.0,0,0,Matches
804,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,22,2003.0,4.4,0,7,1,14.3,1.59,0.23,0.0,0.0,0,0,Matches
805,Aleix Febas,es ESP,MF,Elche,es La Liga,30,1996.0,23.9,2,17,8,47.1,0.71,0.34,0.12,0.25,0,0,Matches
806,Mattia Felici,it ITA,MF,Cagliari,it Serie A,24,2001.0,4.6,2,9,6,66.7,1.97,1.31,0.22,0.33,0,0,Matches
807,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28,1997.0,3.2,0,3,1,33.3,0.93,0.31,0.0,0.0,0,0,Matches
808,Pedro Felipe,br BRA,DF,Sassuolo,it Serie A,21,2004.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
809,Robin Fellhauer,de GER,MF,Augsburg,de Bundesliga,28,1998.0,21.0,1,21,5,23.8,1.0,0.24,0.05,0.2,0,0,Matches
810,Kiko Femenía,es ESP,"DF,MF",Getafe,es La Liga,35,1991.0,16.5,0,5,2,40.0,0.3,0.12,0.0,0.0,0,0,Matches
811,Evan Ferguson,ie IRL,FW,Roma,it Serie A,21,2004.0,8.6,3,27,15,55.6,3.14,1.75,0.11,0.2,0,0,Matches
812,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26,1999.0,12.5,1,10,2,20.0,0.8,0.16,0.1,0.5,0,0,Matches
813,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31,1994.0,22.0,6,58,15,25.9,2.63,0.68,0.07,0.27,2,4,Matches
814,Mateus Fernandes,pt POR,MF,West Ham United,eng Premier League,21,2004.0,22.6,3,19,4,21.1,0.84,0.18,0.16,0.75,0,0,Matches
815,Dro Fernández,es ESP,MF,Barcelona,es La Liga,18,2008.0,1.0,0,0,0,,0.0,0.0,,,0,0,Matches
816,Dro Fernández,es ESP,MF,Paris Saint-Germain,fr Ligue 1,18,2008.0,1.1,0,1,1,100.0,0.92,0.92,0.0,0.0,0,0,Matches
817,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,25,2001.0,24.8,8,53,22,41.5,2.13,0.89,0.11,0.27,2,2,Matches
818,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23,2002.0,7.4,0,7,1,14.3,0.95,0.14,0.0,0.0,0,0,Matches
819,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24,2001.0,7.9,0,2,0,0.0,0.25,0.0,0.0,,0,0,Matches
820,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22,2003.0,0.5,0,1,0,0.0,2.0,0.0,0.0,,0,0,Matches
821,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,23,2002.0,19.4,5,42,16,38.1,2.16,0.82,0.1,0.25,1,1,Matches
822,Thiago Fernández,ar ARG,MF,Oviedo,es La Liga,21,2004.0,0.8,0,2,1,50.0,2.37,1.18,0.0,0.0,0,0,Matches
823,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17,2008.0,0.5,0,0,0,,0.0,0.0,,,0,0,Matches
824,Matias Fernandez-Pardo,be BEL,"MF,FW",Lille,fr Ligue 1,21,2005.0,15.6,3,40,18,45.0,2.56,1.15,0.08,0.17,0,0,Matches
825,Álvaro Fidalgo,es ESP,MF,Real Betis,es La Liga,28,1997.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,Matches
826,Seydou Fini,it ITA,FW,Genoa,it Serie A,19,2006.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
827,Max Finkgräfe,de GER,DF,RB Leipzig,de Bundesliga,21,2004.0,1.5,0,1,0,0.0,0.69,0.0,0.0,,0,0,Matches
828,Junior Firpo,do DOM,DF,Real Betis,es La Liga,29,1996.0,6.0,0,5,0,0.0,0.83,0.0,0.0,,0,0,Matches
829,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24,2001.0,22.2,0,0,0,,0.0,0.0,,,0,0,Matches
830,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25,2000.0,8.9,0,2,0,0.0,0.23,0.0,0.0,,0,0,Matches
831,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32,1993.0,16.7,0,0,0,,0.0,0.0,,,0,0,Matches
832,Zian Flemming,nl NED,FW,Burnley,eng Premier League,27,1998.0,10.3,6,27,12,44.4,2.63,1.17,0.15,0.33,2,2,Matches
833,Jack Fletcher,eng ENG,MF,Manchester Utd,eng Premier League,18,2007.0,1.2,0,1,0,0.0,0.83,0.0,0.0,,0,0,Matches
834,Tyler Fletcher,sct SCO,MF,Manchester Utd,eng Premier League,18,2007.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
835,Romano Floriani,it ITA,"MF,DF",Cremonese,it Serie A,23,2003.0,8.7,0,4,0,0.0,0.46,0.0,0.0,,0,0,Matches
836,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25,2000.0,19.1,7,49,16,32.7,2.57,0.84,0.14,0.44,0,0,Matches
837,Malick Fofana,be BEL,"MF,FW",Lyon,fr Ligue 1,20,2005.0,8.0,2,18,9,50.0,2.25,1.12,0.11,0.22,0,0,Matches
838,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,20,2006.0,7.1,5,26,11,42.3,3.67,1.55,0.19,0.45,0,0,Matches
839,Sadik Fofana,tg TOG,MF,Lecce,it Serie A,22,2003.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
840,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30,1995.0,7.3,1,9,3,33.3,1.24,0.41,0.11,0.33,0,0,Matches
841,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,25,2000.0,11.4,0,2,0,0.0,0.18,0.0,0.0,,0,0,Matches
842,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,27,1999.0,16.3,1,30,10,33.3,1.84,0.61,0.03,0.1,0,0,Matches
843,Jonas Föhrenbach,de GER,"DF,MF",Heidenheim,de Bundesliga,30,1996.0,18.3,1,5,1,20.0,0.27,0.05,0.2,1.0,0,0,Matches
844,Francesco Folino,it ITA,DF,Cremonese,it Serie A,24,2002.0,4.6,1,1,1,100.0,0.22,0.22,1.0,1.0,0,0,Matches
845,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,28,1998.0,14.5,1,19,6,31.6,1.31,0.41,0.05,0.17,0,0,Matches
846,Nicolas Fonseca,uy URU,MF,Oviedo,es La Liga,27,1998.0,2.6,0,3,0,0.0,1.16,0.0,0.0,,0,0,Matches
847,Álex Forés,es ESP,FW,Oviedo,es La Liga,24,2001.0,3.2,0,8,2,25.0,2.53,0.63,0.0,0.0,0,0,Matches
848,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,30,1996.0,22.2,6,35,15,42.9,1.58,0.68,0.17,0.4,0,0,Matches
849,Héctor Fort,es ESP,"DF,MF",Elche,es La Liga,19,2006.0,3.6,1,10,4,40.0,2.75,1.1,0.1,0.25,0,0,Matches
850,Niccolò Fortini,it ITA,MF,Fiorentina,it Serie A,20,2006.0,6.0,0,8,2,25.0,1.33,0.33,0.0,0.0,0,0,Matches
851,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25,2000.0,11.4,3,15,4,26.7,1.32,0.35,0.2,0.75,0,0,Matches
852,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32,1993.0,12.8,0,6,1,16.7,0.47,0.08,0.0,0.0,0,0,Matches
853,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,28,1998.0,10.4,0,2,0,0.0,0.19,0.0,0.0,,0,0,Matches
854,Alejandro Francés,es ESP,DF,Girona,es La Liga,23,2002.0,5.4,0,4,3,75.0,0.74,0.56,0.0,0.0,0,0,Matches
855,Przemysław Frankowski,pl POL,MF,Rennes,fr Ligue 1,30,1995.0,12.3,1,9,3,33.3,0.73,0.24,0.11,0.33,0,0,Matches
856,Davide Frattesi,it ITA,MF,Inter,it Serie A,26,1999.0,4.9,0,12,3,25.0,2.47,0.62,0.0,0.0,0,0,Matches
857,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,22,2003.0,0.5,1,1,1,100.0,2.09,2.09,1.0,1.0,0,0,Matches
858,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,21,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0,Matches
859,Alex Freeman,us USA,DF,Villarreal,es La Liga,21,2004.0,0.4,0,0,0,,0.0,0.0,,,0,0,Matches
860,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24,2001.0,23.4,1,8,3,37.5,0.34,0.13,0.13,0.33,0,0,Matches
861,Martin Frese,dk DEN,"MF,DF",Hellas Verona,it Serie A,28,1998.0,17.4,1,15,7,46.7,0.86,0.4,0.07,0.14,0,0,Matches
862,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33,1992.0,14.6,0,5,0,0.0,0.34,0.0,0.0,,0,0,Matches
863,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27,1998.0,20.5,1,8,2,25.0,0.39,0.1,0.13,0.5,0,0,Matches
864,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,30,1995.0,1.7,0,0,0,,0.0,0.0,,,0,0,Matches
865,Jeremie Frimpong,nl NED,"DF,MF",Liverpool,eng Premier League,25,2000.0,6.0,0,7,1,14.3,1.16,0.17,0.0,0.0,0,0,Matches
866,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1997.0,17.5,7,33,15,45.5,1.88,0.85,0.21,0.47,0,0,Matches
867,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,28,1998.0,10.2,4,19,11,57.9,1.86,1.08,0.21,0.36,0,0,Matches
868,Joel Fujita,jp JPN,MF,St Pauli,de Bundesliga,24,2002.0,20.6,1,23,4,17.4,1.12,0.19,0.04,0.25,0,0,Matches
869,Niclas Füllkrug,de GER,FW,West Ham United,eng Premier League,33,1993.0,4.5,0,9,3,33.3,1.98,0.66,0.0,0.0,0,0,Matches
870,Niclas Füllkrug,de GER,FW,Milan,it Serie A,33,1993.0,3.3,1,12,4,33.3,3.64,1.21,0.08,0.25,0,1,Matches
871,Matteo Gabbia,it ITA,DF,Milan,it Serie A,26,1999.0,22.1,0,18,3,16.7,0.81,0.14,0.0,0.0,0,0,Matches
872,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,21,2004.0,24.8,1,15,3,20.0,0.6,0.12,0.07,0.33,0,0,Matches
873,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25,2000.0,12.1,2,21,8,38.1,1.74,0.66,0.1,0.25,0,0,Matches
874,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31,1994.0,14.6,1,9,3,33.3,0.62,0.21,0.11,0.33,0,0,Matches
875,Cody Gakpo,nl NED,"MF,FW",Liverpool,eng Premier League,26,1999.0,20.2,5,56,12,21.4,2.77,0.59,0.09,0.42,0,0,Matches
